x,y,z,weight,group
0.000000000000000000,0.000000000000000000,0.000000000000000000,-18.337448559670782799,center
-0.358568582800318059,0.000000000000000000,0.000000000000000000,4.032921810699588328,axis λ2
0.358568582800318059,0.000000000000000000,0.000000000000000000,4.032921810699588328,axis λ2
0.000000000000000000,-0.358568582800318059,0.000000000000000000,4.032921810699588328,axis λ2
0.000000000000000000,0.358568582800318059,0.000000000000000000,4.032921810699588328,axis λ2
0.000000000000000000,0.000000000000000000,-0.358568582800318059,4.032921810699588328,axis λ2
0.000000000000000000,0.000000000000000000,0.358568582800318059,4.032921810699588328,axis λ2
-0.948683298050513768,0.000000000000000000,0.000000000000000000,-0.192043895747599447,axis λ3
0.948683298050513768,0.000000000000000000,0.000000000000000000,-0.192043895747599447,axis λ3
0.000000000000000000,-0.948683298050513768,0.000000000000000000,-0.192043895747599447,axis λ3
0.000000000000000000,0.948683298050513768,0.000000000000000000,-0.192043895747599447,axis λ3
0.000000000000000000,0.000000000000000000,-0.948683298050513768,-0.192043895747599447,axis λ3
0.000000000000000000,0.000000000000000000,0.948683298050513768,-0.192043895747599447,axis λ3
-0.948683298050513768,-0.948683298050513768,0.000000000000000000,0.274348422496570654,face-diagonal λ3
-0.948683298050513768,0.948683298050513768,0.000000000000000000,0.274348422496570654,face-diagonal λ3
0.948683298050513768,-0.948683298050513768,0.000000000000000000,0.274348422496570654,face-diagonal λ3
0.948683298050513768,0.948683298050513768,0.000000000000000000,0.274348422496570654,face-diagonal λ3
-0.948683298050513768,0.000000000000000000,-0.948683298050513768,0.274348422496570654,face-diagonal λ3
-0.948683298050513768,0.000000000000000000,0.948683298050513768,0.274348422496570654,face-diagonal λ3
0.948683298050513768,0.000000000000000000,-0.948683298050513768,0.274348422496570654,face-diagonal λ3
0.948683298050513768,0.000000000000000000,0.948683298050513768,0.274348422496570654,face-diagonal λ3
0.000000000000000000,-0.948683298050513768,-0.948683298050513768,0.274348422496570654,face-diagonal λ3
0.000000000000000000,-0.948683298050513768,0.948683298050513768,0.274348422496570654,face-diagonal λ3
0.000000000000000000,0.948683298050513768,-0.948683298050513768,0.274348422496570654,face-diagonal λ3
0.000000000000000000,0.948683298050513768,0.948683298050513768,0.274348422496570654,face-diagonal λ3
